name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,name2,five_utr_len,cds_len,three_utr_len,total_exonic_len,is_ncrna
NM_008874,chr19,-,7028202,7044304,7028585,7044135,Plcb3,169,3705,383,4257,False
NM_144787,chr4,+,73897782,74051768,73908729,74050901,Kdm4c,225,3165,867,4257,False
NM_008381,chr1,-,121312039,121318825,121313898,121317663,Inhbb,1162,1236,1859,4257,False
NM_010299,chr11,+,54911486,54926530,54911665,54923035,Gm2a,179,582,3495,4256,False
NM_175168,chr17,-,46701399,46766453,46702283,46766271,Ptk7,182,3189,884,4255,False
NM_177725,chr2,+,30093288,30119310,30110695,30117643,Lrrc8a,154,2433,1667,4254,False
NM_178690,chr1,+,129765349,129840453,129765388,129839187,Rab3gap1,39,2946,1266,4251,False
NM_025588,chr13,-,30905786,31065916,30907166,31032596,Exoc2,95,2775,1380,4250,False
NM_011849,chr14,+,31764562,31802011,31764811,31800390,Nek4,249,2379,1621,4249,False
NM_001168293,chr10,+,126857922,126936440,126881366,126935765,R3hdm2,535,3039,675,4249,False
NM_016979,chrX,-,75006310,75041278,75009467,75041043,Prkx,235,1068,2943,4246,False
NM_001113545,chr15,-,99608898,99705887,99610727,99674224,Lima1,154,2262,1829,4245,False
NM_008775,chr9,-,45773393,45792954,45776770,45786805,Pafah1b2,174,690,3377,4241,False
NM_026184,chr13,+,12658149,12701795,12658343,12699154,Ero1b,194,1404,2641,4239,False
NM_027349,chr12,+,84973192,85024077,84983593,85022545,Rbm25,190,2517,1532,4239,False
NM_030014,chr4,+,95634069,95690965,95634184,95689028,Hook1,115,2187,1937,4239,False
NM_145413,chr1,-,158608701,158649041,158611541,158636175,Fam20b,168,1230,2840,4238,False
NM_028932,chr14,+,32308264,32323044,32308454,32319803,Eaf1,190,807,3241,4238,False
NM_175271,chrX,+,104115963,104129238,104125550,104126663,Lpar4,549,1113,2575,4237,False
NM_013508,chr10,-,92710160,92773904,92712754,92747720,Elk3,410,1230,2594,4234,False
NM_007920,chr14,+,79881000,79982298,79936157,79980577,Elf1,672,1839,1721,4232,False
NM_028873,chr10,+,128242731,128256504,128243266,128254467,Dnajc14,82,2112,2037,4231,False
NM_001004362,chr10,-,78527118,78560345,78529215,78560223,2610008E11Rik,122,2010,2097,4229,False
NM_175684,chr18,-,38117087,38129385,38119242,38129380,Fchsd1,5,2067,2155,4227,False
NM_033324,chr16,-,18254057,18289261,18255614,18284509,Dgcr8,346,2322,1557,4225,False
NM_177381,chr14,-,76102157,76154300,76103837,76154245,Cog3,55,2487,1680,4222,False
NM_172635,chr19,+,11986888,12019586,11987052,12017842,Patl1,164,2313,1744,4221,False
NM_029766,chr1,-,193361234,193399423,193363121,193399279,Dtl,144,2190,1887,4221,False
NM_013569,chr5,-,23825406,23857422,23825817,23857101,Kcnh2,321,3489,411,4221,False
NM_001143848,chr7,+,108570204,108661343,108570438,108660177,Pde2a,234,2820,1166,4220,False
NM_133940,chr6,+,119429685,119433904,119429877,119431080,Fbxl14,192,1203,2824,4219,False
NM_153560,chr2,+,32390878,32425270,32391606,32422960,Fam102a,728,1179,2310,4217,False
NM_172871,chr4,-,88364195,88368412,88366052,88367906,Klhl9,506,1854,1857,4217,False
NM_011803,chr13,+,5860734,5869639,5860884,5866529,Klf6,150,957,3110,4217,False
NM_024282,chr1,+,180117547,180182728,180118046,180179599,Desi2,499,585,3129,4213,False
NM_011201,chr2,+,167757826,167804885,167757993,167802138,Ptpn1,167,1299,2747,4213,False
NM_027418,chr9,-,75234588,75257166,75235858,75245940,Mapk6,776,2163,1270,4209,False
NM_028982,chr6,+,135148004,135186258,135148082,135184002,Fam234b,78,1875,2256,4209,False
NM_008442,chr13,-,107750664,107812194,107752218,107784005,Kif2a,503,2151,1554,4208,False
NM_001177883,chr4,-,90917379,91043187,90919930,90975530,Elavl2,576,1080,2551,4207,False
NM_181649,chr17,+,79234855,79247648,79237183,79244539,Gpatch11,303,795,3109,4207,False
NM_007970,chr11,-,101052428,101087777,101054252,101079972,Ezh1,130,2253,1824,4207,False
NM_139306,chr4,+,86520317,86566787,86520392,86563484,Acer2,75,828,3303,4206,False
NM_178615,chr17,-,15941624,15963530,15944108,15963120,Rgmb,410,1311,2484,4205,False
NM_007788,chr2,+,152052575,152107587,152076246,152104820,Csnk2a1,261,1176,2767,4204,False
NM_019835,chr2,-,167123944,167174678,167126835,167174532,B4galt5,146,1167,2891,4204,False
NM_028207,chr11,-,101832457,101846105,101836047,101846050,Dusp3,55,558,3590,4203,False
NM_025298,chr7,+,128061291,128090949,128066446,128089046,Polr3e,167,2133,1903,4203,False
NM_001177658,chr1,-,4763278,4775807,4766544,4775758,Mrpl15,49,888,3266,4203,False
NM_033608,chr1,+,174412447,174429008,174414619,174428669,Igsf9,322,3540,339,4201,False
NM_027590,chr8,+,71317827,71353309,71317918,71351332,Ints10,91,2133,1977,4201,False
NM_001081163,chr7,+,73254377,73318684,73254796,73317307,Chsy1,419,2403,1377,4199,False
NM_025456,chr12,-,55771326,55796881,55774569,55796771,Eapp,110,846,3243,4199,False
NM_146235,chrX,-,99338158,99352430,99338517,99352314,Ercc6l,116,3723,359,4198,False
NM_015735,chr19,+,10680086,10704318,10680195,10703652,Ddb1,109,3423,666,4198,False
NM_144901,chr3,+,102824468,102862109,102842614,102860856,Csde1,548,2397,1253,4198,False
NM_011861,chr17,+,27792535,27848062,27838832,27845480,Pacsin1,290,1326,2582,4198,False
NM_028712,chr3,+,61168428,61172625,61168978,61169530,Rap2b,550,552,3095,4197,False
NM_001142681,chr7,-,148679034,148725727,148681946,148718828,Chid1,100,1182,2912,4194,False
NM_010578,chr8,+,131209553,131257479,131229312,131255988,Itgb1,306,2397,1491,4194,False
NM_146194,chr7,+,97278722,97357957,97279082,97356107,Picalm,360,1983,1850,4193,False
NM_019764,chr9,+,102620133,102635747,102622472,102634036,Amotl2,161,2319,1711,4191,False
NM_145526,chr2,-,84836708,84875991,84839169,84875456,P2rx3,535,1194,2461,4190,False
NM_026576,chr11,-,17838755,17853878,17840228,17853797,Etaa1,81,2634,1473,4188,False
NM_175028,chr18,-,80323873,80348221,80324433,80339495,Adnp2,130,3498,560,4188,False
NM_133925,chr6,-,29073572,29114724,29075389,29114608,Rbm28,116,2253,1817,4186,False
NM_008538,chr10,-,36853048,36858732,36855913,36858341,Marcks,391,930,2865,4186,False
NM_007508,chr16,-,44085516,44139372,44087536,44116981,Atp6v1a,312,1854,2020,4186,False
NM_018864,chr3,-,10311955,10331439,10315185,10329005,Impa1,121,834,3230,4185,False
NM_030209,chr8,+,122516337,122576694,122534411,122574237,Crispld2,241,1485,2457,4183,False
NM_001146292,chr18,-,25636120,25912658,25645338,25912128,Celf4,530,1515,2136,4181,False
NM_012023,chr12,+,111724006,111821284,111724068,111818742,Ppp2r5c,62,1575,2542,4179,False
NM_001045529,chr16,+,93832365,93876318,93832554,93875157,Morc3,189,2829,1161,4179,False
NM_011792,chr9,+,45646627,45670567,45647110,45668378,Bace1,483,1506,2189,4178,False
NM_001085515,chr4,-,41442633,41450108,41444510,41446661,Myorg,147,2151,1877,4175,False
NM_029519,chr14,+,120877682,120906414,120877948,120903060,Rap2a,266,552,3354,4172,False
NM_022023,chr14,-,47427823,47441917,47431426,47441778,Gmfb,139,429,3603,4171,False
NM_146002,chr5,+,136108523,136122246,136108610,136119248,Rhbdd2,87,1086,2998,4171,False
NM_001170744,chr7,-,140178693,140206930,140179853,140206887,Ctbp2,43,2967,1160,4170,False
NM_008466,chr14,-,61984022,62058784,61986467,62058628,Kpna3,156,1566,2445,4167,False
NM_001013256,chr11,+,68829412,68849975,68829634,68849669,Ctc1,222,3639,306,4167,False
NM_033134,chr2,-,26251768,26264739,26253358,26264107,Inpp5e,632,1944,1590,4166,False
NM_008001,chrX,+,147481712,147524229,147482217,147523451,Fgd1,505,2883,778,4166,False
NM_177566,chr11,-,68756655,68770389,68758179,68768526,Arhgef15,91,2550,1524,4165,False
NM_001177773,chr3,+,84619498,84783120,84707491,84781463,Fbxw7,374,2133,1657,4164,False
NM_173740,chrX,+,16196823,16264938,16196966,16262501,Maoa,143,1581,2437,4161,False
NM_029763,chr2,+,144353480,144367515,144353599,144364425,Polr3f,119,951,3090,4160,False
NM_025294,chr11,-,60715747,60727294,60719506,60727227,Natd1,67,333,3759,4159,False
NM_029402,chr18,+,3383222,3436698,3399865,3434973,Cul2,195,2238,1725,4158,False
NM_001146100,chr10,-,61731602,61803169,61732656,61802823,Hk1,346,2757,1054,4157,False
NM_001003919,chr17,+,66472859,66501514,66475516,66500178,Ddx11,177,2643,1336,4156,False
NM_008942,chr11,-,97067155,97141890,97068429,97141772,Npepps,118,2763,1274,4155,False
NM_001162903,chr12,+,33063653,33067808,33063848,33064505,Ccdc71l,195,657,3303,4155,False
NM_145955,chr7,-,135839972,135883943,135841957,135883704,Mcmbp,239,1929,1985,4153,False
NM_001162946,chr19,+,4510471,4621752,4515687,4621288,Pcx,144,3540,464,4148,False
NM_010143,chr16,+,21204867,21223377,21205242,21222589,Ephb3,375,2982,788,4145,False
NM_001081161,chr2,+,3035653,3145073,3035827,3143782,Fam171a1,174,2679,1291,4144,False
NM_025697,chr14,-,62150687,62175723,62153980,62175463,Spryd7,260,591,3293,4144,False
NM_010413,chrX,-,7507247,7525015,7507594,7524340,Hdac6,345,3450,347,4142,False
NM_203319,chr5,-,125894773,125914418,125895450,125914407,Dhx37,11,3453,677,4141,False
NM_175312,chr6,-,13575674,13627966,13578470,13627833,Bmt2,133,1212,2796,4141,False
NM_028900,chr6,-,28366602,28371724,28367995,28371316,Gcc1,408,2337,1393,4138,False
NM_030596,chr18,+,20668774,20699811,20668875,20698756,Dsg3,101,2982,1055,4138,False
NM_011699,chr2,+,109731034,109741093,109731041,109737558,Lin7c,7,594,3535,4136,False
NM_028986,chr2,+,148506855,148518685,148509346,148516784,Gzf1,113,2121,1901,4135,False
NM_178347,chr18,-,34791336,34811390,34793647,34811361,Cdc23,29,1794,2311,4134,False
NM_001081241,chr8,+,108129128,108146118,108138321,108145802,Ripor1,145,3672,316,4133,False
NM_019649,chr7,-,20216928,20250379,20219039,20250354,Clptm1,25,1995,2111,4131,False
NM_011200,chr1,-,30997147,31006600,31000050,31002987,Ptp4a1,704,522,2903,4129,False
NM_013514,chr14,-,71001990,71029961,71004547,71018063,Dmtn,420,1152,2557,4129,False
NM_178896,chr5,+,73882264,73952033,73882405,73948926,Dcun1d4,141,879,3107,4127,False
NM_153407,chr15,-,100310000,100325670,100312234,100320016,Csrnp2,287,1605,2234,4126,False
NM_009790,chr12,+,101437644,101448034,101437923,101444638,Calm1,279,450,3396,4125,False
NM_016851,chr1,+,194979305,194998229,194983412,194995700,Irf6,191,1404,2529,4124,False
NM_177372,chr10,+,62409776,62436936,62409840,62436067,Dna2,64,3189,869,4122,False
NM_145491,chr17,+,87362450,87399409,87362945,87396400,Rhoq,495,618,3009,4122,False
NM_026157,chr18,+,4375589,4398796,4375619,4396465,Mtpap,30,1758,2331,4119,False
NM_008689,chr3,-,135247618,135354511,135248318,135330749,Nfkb1,502,2916,700,4118,False
NM_022979,chr7,-,109282699,109358680,109283073,109344374,Nup98,177,3564,374,4115,False
NR_027985,chr3,+,19794870,19798984,19798984,19798984,4632415L05Rik,0,0,4114,4114,True
NM_027314,chr19,+,37282034,37298947,37282359,37295996,Marchf5,325,837,2951,4113,False
NM_145836,chr12,-,88221652,88225764,88222519,88224847,Irf2bpl,917,2328,867,4112,False
NM_172823,chr16,+,33062606,33125745,33062634,33123708,Lmln,28,2046,2037,4111,False
NM_145920,chr5,+,37729716,37816293,37729786,37815915,Evc2,70,3663,378,4111,False
NM_013813,chr17,+,69506083,69639327,69557209,69637062,Epb41l3,178,2790,1143,4111,False
NM_139272,chr8,+,126755293,126869622,126755426,126867358,Galnt2,133,1713,2264,4110,False
NM_146234,chrX,-,53838688,53851121,53842320,53851040,Mmgt1,81,396,3632,4109,False
NM_001195498,chr3,-,86590071,86724806,86591317,86724092,Dclk2,714,2148,1246,4108,False
NM_009597,chr15,+,99500807,99531561,99502230,99529569,Asic1,534,1581,1992,4107,False
NM_019396,chr15,-,76473824,76490638,76476612,76489741,Cyhr1,382,936,2788,4106,False
NM_013626,chr1,-,99717670,99992209,99718386,99873534,Pam,450,2937,716,4103,False
NM_177054,chr2,+,121692705,121761943,121692940,121759284,Golm2,235,1209,2659,4103,False
NM_172611,chr15,+,85888124,85968051,85921791,85965884,Gramd4,186,1749,2167,4102,False
NM_001102444,chr5,+,34916312,34974957,34943992,34973119,Add1,270,1992,1838,4100,False
NM_173735,chr12,+,88288292,88306314,88293703,88303617,Cipc,167,1236,2697,4100,False
NM_009667,chr7,+,117916117,117955922,117921317,117954424,Ampd3,298,2301,1498,4097,False
NM_001164231,chr11,+,43495499,43536135,43495594,43533736,Pwwp2a,95,1602,2399,4096,False
NM_009067,chr17,-,66197768,66235095,66199289,66217115,Ralbp1,625,1947,1521,4093,False
NM_028730,chr6,+,121133684,121146210,121134282,121143633,Pex26,598,918,2577,4093,False
NM_172994,chr5,+,37259748,37346317,37260059,37343881,Ppp2r2c,311,1344,2436,4091,False
NM_029730,chrX,-,161374105,161418307,161376486,161418155,Mospd2,152,1557,2381,4090,False
NM_026641,chr3,-,68696420,68808492,68697992,68798459,Ift80,184,2334,1572,4090,False
NM_173386,chr9,-,78278324,78291044,78280731,78290885,Cgas,159,1524,2407,4090,False
NM_001166597,chr2,-,91772983,91790505,91773565,91786073,Dgkz,136,3372,582,4090,False
NM_001042591,chr13,+,81022682,81035303,81022910,81032687,Arrdc3,228,1245,2616,4089,False
NM_001033525,chr7,-,30006946,30017541,30010054,30017502,Kcnk6,39,942,3108,4089,False
NM_007454,chr11,+,4886826,4942797,4909558,4941795,Ap1b1,254,2832,1002,4088,False
NM_001081259,chr1,-,192829710,192850069,192832017,192849972,Flvcr1,97,1683,2307,4087,False
NM_008081,chr11,-,95724872,95776185,95727384,95776144,B4galnt2,41,1533,2512,4086,False
NM_008056,chr15,+,38837878,38869736,38838932,38868100,Fzd6,319,2130,1636,4085,False
NM_001039214,chr18,+,73732358,73752232,73732697,73750450,Mex3c,339,1959,1782,4080,False
NM_007900,chr3,-,26996143,27052776,26997320,27049080,Ect2,160,2742,1177,4079,False
NM_001024806,chr17,-,79318342,79336410,79319220,79336370,Cebpz,40,3159,878,4077,False
NM_010048,chr16,-,17840450,17891821,17842613,17891557,Dgcr2,264,1650,2163,4077,False
NM_025800,chr16,-,31251626,31275363,31254772,31275056,Ppp1r2,307,621,3146,4074,False
NM_001081400,chr16,+,8830192,8859017,8830552,8856131,1810013L24Rik,360,828,2886,4074,False
NM_175003,chr11,-,64815540,64976463,64818999,64976140,Arhgap44,323,2295,1456,4074,False
NM_018831,chr19,-,56603650,56622712,56603991,56621640,Dclre1a,589,3144,341,4074,False
NM_009636,chr11,+,5761868,5772251,5762154,5771852,Aebp1,286,3387,399,4072,False
NM_011930,chr17,+,25270335,25299048,25270421,25297476,Clcn7,86,2412,1572,4070,False
NM_025414,chr11,+,84693671,84724728,84696217,84724023,Myo19,472,2892,705,4069,False
NM_177806,chr12,+,66137320,66164373,66143476,66162467,Prpf39,164,1998,1906,4068,False
NM_031177,chr6,+,115803545,115876717,115803686,115876343,Ift122,141,3552,374,4067,False
NM_016912,chr5,-,92435099,92472068,92438013,92468431,Cdkl2,275,1707,2084,4066,False
NM_008727,chr3,-,90254513,90269788,90255041,90269425,Npr1,363,3174,528,4065,False
NM_030201,chr16,-,75755435,75767063,75758025,75767004,Hspa13,59,1416,2590,4065,False
NM_152816,chr16,-,16312320,16359124,16314079,16358958,Dnm1l,166,2139,1759,4064,False
NM_013885,chr4,-,134769884,134828675,134773015,134828504,Clic4,171,762,3131,4064,False
NM_012047,chr8,-,90854496,90886071,90856386,90885853,Brd7,218,1956,1890,4064,False
NM_177572,chr4,-,119137890,119165203,119140672,119165064,Rimkla,139,1143,2782,4064,False
NM_022009,chr11,-,60527648,60540765,60527814,60540691,Flii,74,3816,166,4056,False
NM_030179,chr17,+,72131286,72207691,72139222,72205889,Clip4,138,2115,1802,4055,False
NM_011958,chr2,-,48758345,48804787,48760930,48795903,Orc4,168,1302,2585,4055,False
NM_024181,chr2,+,80155622,80194212,80157552,80193027,Dnajc10,487,2382,1185,4054,False
NM_010588,chr12,-,114146800,114167706,114147099,114167695,Jag2,11,3744,299,4054,False
NM_153548,chr15,-,59163551,59205742,59163857,59201620,Washc5,267,3480,306,4053,False
NM_175357,chr6,-,106728238,106750081,106730923,106750051,Crbn,30,1338,2685,4053,False
NM_031260,chr15,+,88813423,88885582,88816003,88885036,Mov10l1,127,3564,361,4052,False
NM_177152,chr10,+,125403274,125452415,125403531,125451976,Lrig3,257,3354,439,4050,False
NM_009904,chr8,+,85913740,85952451,85919350,85950505,Clgn,268,1836,1946,4050,False
NM_001113246,chr2,-,73448716,73613403,73451081,73613098,Chn1,305,1380,2365,4050,False
NM_145830,chr17,+,35035914,35051018,35035918,35050765,Ehmt2,4,3792,253,4049,False
NM_001171026,chr10,-,126531314,126558216,126533302,126558174,Os9,42,2019,1988,4049,False
NM_008509,chr8,+,71404453,71430831,71404651,71428405,Lpl,198,1425,2426,4049,False
NM_173439,chr16,-,32230197,32247111,32233168,32246897,Fbxo45,214,861,2971,4046,False
NM_021296,chr18,-,61872077,61885985,61875416,61885953,Grpel2,32,675,3339,4046,False
NM_153058,chr18,+,23962470,24052362,23962603,24049432,Mapre2,133,981,2930,4044,False
NM_011030,chr10,+,58786043,58836052,58799828,58833822,P4ha1,208,1605,2230,4043,False
NM_133697,chr5,-,65838082,65884122,65841643,65859706,Smim14,182,300,3561,4043,False
NM_030114,chr10,+,62706544,62780629,62708647,62780236,Herc4,476,3174,393,4043,False
NM_001033988,chr14,+,32973072,32993041,32983947,32991014,Ncoa4,138,1878,2027,4043,False
NM_008098,chr6,-,35458823,35489888,35462230,35489610,Mtpn,278,357,3407,4042,False
NM_001039482,chr1,-,163018508,163061610,163020557,163060527,Klhl20,173,1815,2049,4037,False
NM_028032,chr14,-,67632892,67691308,67635210,67690933,Ppp2r2a,375,1344,2318,4037,False
NM_001037809,chr8,+,109034751,109080811,109034858,109079350,Cdh3,107,2469,1461,4037,False
NM_145614,chr9,-,50442737,50467885,50444529,50467571,Dlat,314,1929,1792,4035,False
NM_175565,chr9,-,103255431,103268110,103258343,103267698,Cdv3,412,711,2912,4035,False
NM_145575,chr6,+,34659443,34725469,34659644,34723228,Cald1,201,1593,2241,4035,False
NM_194345,chr14,-,70983101,70999642,70984851,70999593,Fam160b2,49,2235,1750,4034,False
NM_019703,chr13,-,6579119,6648017,6580705,6647925,Pfkp,92,2355,1586,4033,False
NM_021548,chr9,+,74885538,74908120,74885723,74904612,Arpp19,185,339,3508,4032,False
NM_008624,chr9,-,99285838,99337131,99288823,99312004,Mras,420,627,2985,4032,False
NM_009642,chr4,-,147451169,147462173,147454591,147462052,Agtrap,121,486,3422,4029,False
NM_145618,chr9,+,69245804,69280881,69246853,69279976,Ice2,157,2967,905,4029,False
NM_053272,chr4,+,106233642,106261718,106233771,106259370,Dhcr24,129,1551,2348,4028,False
NM_178378,chr16,-,33014355,33056272,33017023,33053717,Iqcg,99,1260,2668,4027,False
NM_001004361,chr18,-,25294539,25327378,25297406,25327109,Tpgs2,269,891,2867,4027,False
NM_023341,chr1,-,182095368,182126151,182097299,182112369,Coq8a,157,1938,1931,4026,False
NM_001110824,chr17,-,48004081,48061581,48005604,48041466,Foxp4,444,2058,1523,4025,False
NM_001033344,chr1,-,168028278,168058029,168028755,168057310,Dusp27,131,3417,477,4025,False
NM_172707,chr5,+,32761342,32796085,32761728,32793431,Ppp1cb,386,984,2654,4024,False
NM_175389,chr3,+,137806411,137822784,137810343,137819907,Trmt10a,154,993,2877,4024,False
NM_008465,chr16,+,35983448,36036248,36000272,36033994,Kpna1,151,1617,2254,4022,False
NM_146062,chr15,+,93228780,93322343,93241142,93319599,Pphln1,132,1146,2744,4022,False
NM_001162365,chr14,-,66772093,66899889,66772890,66832352,Ptk2b,207,3018,797,4022,False
NM_019785,chr12,+,72038843,72065704,72038941,72063035,Actr10,98,1254,2669,4021,False
NM_138312,chr13,+,77847950,78305501,77882041,78302916,Fam172a,182,1254,2585,4021,False
NM_009680,chr13,+,95128914,95336271,95129058,95335713,Ap3b1,144,3318,558,4020,False
NM_016920,chr11,+,100870754,100925031,100873134,100923719,Atp6v0a1,188,2517,1312,4017,False
NM_172578,chr12,-,66233720,66273567,66234517,66262924,Mis18bp1,223,2997,797,4017,False
NM_027664,chr6,-,122403626,122436323,122406214,122422731,Rimklb,265,1164,2588,4017,False
NM_017478,chr6,-,30697553,30846794,30698856,30846697,Copg2,97,2616,1303,4016,False
NM_172280,chr7,-,105739115,105805079,105739199,105803323,Emsy,135,3795,84,4014,False
NM_001160209,chr1,-,166219930,166237615,166222356,166236609,Blzf1,376,1212,2426,4014,False
NM_017477,chr6,+,87837933,87863588,87838029,87862296,Copg1,96,2625,1292,4013,False
NM_001174053,chr11,-,5869665,5965751,5872220,5965541,Camk2b,210,1638,2165,4013,False
NM_025888,chr17,+,29090160,29106494,29094842,29103889,Kctd20,147,1260,2605,4012,False
NM_028074,chr11,+,106078239,106110454,106085411,106109480,Ddx42,248,2790,974,4012,False
